step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
161,CASH_OUT,182924.82,C547116210,0.0,0.0,C1388192083,1080680.7,1327606.63,0,0
280,CASH_OUT,99089.18,C2035813664,0.0,0.0,C1540270363,7578406.24,7677495.42,0,0
164,TRANSFER,1191399.72,C138035077,1191399.72,0.0,C550830618,0.0,0.0,1,0
431,CASH_IN,2406.96,C753412759,2268996.76,2271403.72,C1694822646,659075.2,656668.24,0,0
251,PAYMENT,44806.76,C2124512234,6248.0,0.0,M2132647787,0.0,0.0,0,0
19,PAYMENT,1965.43,C951110410,202.0,0.0,M408786202,0.0,0.0,0,0
380,CASH_OUT,94322.49,C1714038081,17975.87,0.0,C2130359861,1811084.26,1905406.75,0,0
308,PAYMENT,89092.72,C1911930086,0.0,0.0,M1446083855,0.0,0.0,0,0
377,CASH_OUT,286016.03,C1767422642,8066.0,0.0,C1882755980,297703.8,583719.83,0,0
187,CASH_IN,71013.69,C3138490,20429.0,91442.69,C1422978109,0.0,0.0,0,0
162,PAYMENT,17334.77,C128687016,14575.0,0.0,M876153880,0.0,0.0,0,0
379,CASH_IN,128702.07,C1368734203,10991361.61,11120063.69,C81112750,1598603.88,1469901.81,0,0
131,CASH_IN,179534.54,C641791008,3452963.09,3632497.63,C1990043127,207294.24,27759.7,0,0
204,CASH_OUT,131789.38,C1602152799,0.0,0.0,C1803953357,161122.66,292912.05,0,0
234,PAYMENT,17315.97,C1805843412,352982.08,335666.11,M1562295243,0.0,0.0,0,0
179,PAYMENT,8283.59,C2020756256,11041.0,2757.41,M1847542272,0.0,0.0,0,0
164,CASH_OUT,197455.8,C826317344,0.0,0.0,C1413808889,5526093.08,5723548.88,0,0
587,CASH_OUT,128738.43,C556810621,0.0,0.0,C764993772,520756.88,649495.31,0,0
328,PAYMENT,25927.84,C1599581949,36369.0,10441.16,M958098692,0.0,0.0,0,0
324,PAYMENT,1865.67,C1854895654,0.0,0.0,M947805223,0.0,0.0,0,0
310,PAYMENT,4998.54,C246394110,19801.0,14802.46,M296634066,0.0,0.0,0,0
16,CASH_OUT,32945.16,C531807106,0.0,0.0,C428876208,35736.51,441581.84,0,0
306,CASH_IN,8449.3,C1303485283,20120424.11,20128873.41,C1019297005,2873048.67,2864599.37,0,0
15,CASH_IN,353211.78,C1583200151,2532890.82,2886102.6,C1201831265,1084927.6,612904.88,0,0
514,PAYMENT,1145.54,C1386644957,0.0,0.0,M1066509604,0.0,0.0,0,0
211,CASH_OUT,56267.12,C911545608,73912.0,17644.88,C1861270623,0.0,56267.12,0,0
396,PAYMENT,20604.72,C818054475,0.0,0.0,M1272534080,0.0,0.0,0,0
38,PAYMENT,515.76,C308995241,22900.06,22384.3,M2139593899,0.0,0.0,0,0
46,PAYMENT,2103.35,C421501087,0.0,0.0,M1776053198,0.0,0.0,0,0
397,TRANSFER,778468.59,C1164528349,557.0,0.0,C1998532172,344277.9,1122746.49,0,0
380,TRANSFER,825461.76,C839784742,0.0,0.0,C1099049981,6215050.6,7040512.36,0,0
348,PAYMENT,22239.13,C541362235,0.0,0.0,M42636877,0.0,0.0,0,0
203,PAYMENT,2130.67,C828066083,0.0,0.0,M1779105191,0.0,0.0,0,0
304,PAYMENT,26237.79,C774756136,0.0,0.0,M256277075,0.0,0.0,0,0
346,CASH_OUT,66765.12,C134158358,0.0,0.0,C677029252,275360.2,342125.32,0,0
355,PAYMENT,3759.51,C1907806828,0.0,0.0,M1312917446,0.0,0.0,0,0
257,TRANSFER,485188.87,C1081883370,35522.0,0.0,C532622301,0.0,624476.27,0,0
43,PAYMENT,5744.93,C897350833,159048.0,153303.07,M1537865352,0.0,0.0,0,0
10,PAYMENT,8111.02,C1840408695,0.0,0.0,M881606810,0.0,0.0,0,0
14,CASH_OUT,282273.92,C1255879374,5987.0,0.0,C998304407,0.0,327211.31,0,0
282,CASH_OUT,173118.5,C1028098204,235682.0,62563.5,C1025445777,807684.2,980802.7,0,0
331,CASH_IN,365899.82,C1705379458,9473952.57,9839852.39,C1669697827,3388455.99,3022556.17,0,0
329,CASH_OUT,206796.42,C698299918,0.0,0.0,C1798879586,1668218.16,1875014.58,0,0
12,CASH_OUT,307830.28,C460338175,6495.0,0.0,C1482163532,72132.4,379962.68,0,0
131,CASH_OUT,105376.81,C1785424364,0.0,0.0,C857354512,4789420.48,4894797.29,0,0
702,TRANSFER,573266.42,C1106640250,573266.42,0.0,C1843521479,0.0,0.0,1,0
229,CASH_OUT,111454.81,C2033988932,19862.04,0.0,C222452581,216676.73,328131.54,0,0
228,CASH_OUT,90567.79,C542435580,0.0,0.0,C90850567,439004.38,529572.17,0,0
376,CASH_OUT,322846.74,C1617008775,0.0,0.0,C480422292,702267.76,1025114.5,0,0
15,CASH_IN,287422.28,C1281080480,10441.0,297863.28,C1387939448,3185226.38,2672953.94,0,0
328,PAYMENT,19075.46,C945878783,9181.0,0.0,M1960830830,0.0,0.0,0,0
252,CASH_IN,176139.92,C1851017967,11758024.75,11934164.66,C899660426,2345040.01,2168900.09,0,0
157,PAYMENT,8378.09,C1647000329,0.0,0.0,M1597325340,0.0,0.0,0,0
207,CASH_OUT,83211.32,C37748463,105463.0,22251.68,C1225152713,7218809.89,7302021.22,0,0
137,CASH_OUT,299412.67,C854565923,39519.0,0.0,C135192899,0.0,299412.67,0,0
356,PAYMENT,11066.69,C967167784,0.0,0.0,M1074979815,0.0,0.0,0,0
302,CASH_IN,39061.77,C1829573890,2412576.17,2451637.94,C1731744599,112065.25,73003.48,0,0
378,CASH_OUT,147803.64,C632673740,0.0,0.0,C1390912183,5697675.95,5845479.58,0,0
279,PAYMENT,3991.01,C168004762,42242.0,38250.99,M882923431,0.0,0.0,0,0
140,CASH_OUT,289883.7,C1272903267,0.0,0.0,C1448229649,2121033.78,2410917.48,0,0
16,CASH_OUT,247860.04,C326070387,131947.08,0.0,C438493331,3075389.11,3323249.16,0,0
370,PAYMENT,6340.17,C843542317,91631.79,85291.61,M920330954,0.0,0.0,0,0
321,PAYMENT,8052.96,C1236059364,0.0,0.0,M214518532,0.0,0.0,0,0
356,CASH_IN,117434.97,C1396220925,3484420.17,3601855.14,C1319491271,124024.72,6589.75,0,0
304,CASH_OUT,71613.98,C261352327,0.0,0.0,C1105659396,648334.89,719948.87,0,0
514,CASH_IN,92298.56,C689870315,120.0,92418.56,C1937956160,1101494.8,1009196.23,0,0
322,CASH_OUT,57838.96,C880602660,16839.0,0.0,C1031698524,24534.72,82373.68,0,0
405,TRANSFER,194207.55,C2129154731,0.0,0.0,C1993583004,10957247.57,11151455.12,0,0
161,PAYMENT,12034.32,C560775639,18563.0,6528.68,M787038292,0.0,0.0,0,0
358,TRANSFER,251582.02,C1520268049,1749.0,0.0,C2134445194,20692.38,272274.4,0,0
302,CASH_IN,325328.99,C1510958327,4727231.84,5052560.83,C411338682,2472207.06,2146878.08,0,0
181,PAYMENT,48368.9,C1187621122,10696.0,0.0,M11610268,0.0,0.0,0,0
22,CASH_IN,96954.86,C1016198194,8770489.7,8867444.57,C1103741516,178886.45,81931.59,0,0
299,PAYMENT,22340.64,C1567836811,44.0,0.0,M254070961,0.0,0.0,0,0
142,PAYMENT,3511.91,C1979385792,0.0,0.0,M860117971,0.0,0.0,0,0
18,CASH_OUT,81983.25,C1190843821,16418.0,0.0,C664919655,601264.54,939310.7,0,0
332,CASH_IN,341351.52,C1233450078,62530.0,403881.52,C837911204,0.0,0.0,0,0
255,CASH_OUT,293951.27,C2019919943,642.0,0.0,C1472318603,1254416.93,1548368.2,0,0
369,PAYMENT,3192.61,C1679350419,44078.76,40886.16,M1885946798,0.0,0.0,0,0
40,CASH_IN,183557.45,C1994728907,18075.0,201632.45,C1147505208,455317.71,271760.27,0,0
93,PAYMENT,20103.29,C673991732,0.0,0.0,M1527062718,0.0,0.0,0,0
355,PAYMENT,24032.6,C652101803,7676.0,0.0,M1075827583,0.0,0.0,0,0
205,PAYMENT,14029.97,C1608201984,0.0,0.0,M1054738912,0.0,0.0,0,0
308,CASH_IN,248800.52,C2037049388,2820271.41,3069071.93,C1537974595,5036451.95,4787651.43,0,0
161,CASH_OUT,60273.2,C852886774,0.0,0.0,C1434949671,89036.44,149309.64,0,0
231,PAYMENT,15524.02,C1857281430,0.0,0.0,M77521277,0.0,0.0,0,0
12,PAYMENT,4957.95,C1225137275,464013.49,459055.54,M1637377876,0.0,0.0,0,0
380,CASH_OUT,100842.58,C142740668,13767.05,0.0,C1558816675,238612.24,339454.82,0,0
353,PAYMENT,14325.14,C166893267,3596.0,0.0,M1332403530,0.0,0.0,0,0
213,CASH_OUT,143698.19,C1026363245,728.0,0.0,C1782083860,15919212.08,16062910.28,0,0
420,PAYMENT,8718.63,C976592868,0.0,0.0,M336673122,0.0,0.0,0,0
324,CASH_OUT,64312.67,C336101650,0.0,0.0,C1709324302,281955.59,346268.26,0,0
233,PAYMENT,11601.1,C1551204762,0.0,0.0,M2139856080,0.0,0.0,0,0
304,CASH_OUT,141432.83,C1623349958,141005.58,0.0,C1000022185,2897490.74,3038923.56,0,0
236,CASH_OUT,89549.1,C1663307570,905.0,0.0,C1860399020,6820408.01,6909957.11,0,0
301,CASH_IN,41473.52,C131917853,25200626.88,25242100.4,C1180249758,311143.16,269669.65,0,0
130,CASH_OUT,140027.37,C344411518,43788.0,0.0,C1438834194,0.0,140027.37,0,0
206,CASH_OUT,19213.87,C1837816172,0.0,0.0,C746176438,352482.42,371696.29,0,0
186,CASH_OUT,87005.17,C1106594327,20817.0,0.0,C1288238639,1027171.37,1114176.54,0,0
160,PAYMENT,15882.15,C1624694260,22834.0,6951.85,M924496624,0.0,0.0,0,0
329,TRANSFER,632871.72,C1811819634,0.0,0.0,C976578789,6163459.53,6796331.25,0,0
544,CASH_IN,271707.89,C2050681336,393549.0,665256.89,C1848690478,0.0,0.0,0,0
179,PAYMENT,22968.86,C1101740228,81280.4,58311.54,M1288769449,0.0,0.0,0,0
252,CASH_IN,450747.73,C1632890207,7596616.49,8047364.22,C984841070,8613486.9,8162739.17,0,0
330,CASH_IN,63759.69,C2092971750,24840.0,88599.69,C1742029599,518610.73,454851.04,0,0
346,CASH_IN,273573.63,C386143011,10468.0,284041.63,C1127196287,0.0,0.0,0,0
330,PAYMENT,21862.09,C1400642458,8206.0,0.0,M418968505,0.0,0.0,0,0
694,TRANSFER,71729.96,C185217434,71729.96,0.0,C1355260176,0.0,0.0,1,0
163,PAYMENT,2713.37,C1698650852,66948.0,64234.63,M1302606523,0.0,0.0,0,0
14,CASH_OUT,9486.08,C1211961931,11307.0,1820.92,C1868986147,147093.0,345058.72,0,0
163,CASH_IN,90831.78,C2053658188,7518866.43,7609698.21,C1025108799,583563.94,492732.16,0,0
140,CASH_OUT,139226.81,C408956367,83933.0,0.0,C2143828738,310788.01,450014.82,0,0
487,PAYMENT,5197.53,C509000340,0.0,0.0,M570353360,0.0,0.0,0,0
16,PAYMENT,6366.53,C577635024,0.0,0.0,M1210509290,0.0,0.0,0,0
333,CASH_OUT,32701.78,C1854217664,15190.0,0.0,C806703059,131877.87,164579.65,0,0
227,CASH_IN,206914.28,C1801005730,6713405.4,6920319.68,C2058568485,1786323.23,1579408.95,0,0
183,TRANSFER,63757.51,C1218196183,0.0,0.0,C1648351033,499330.06,563087.57,0,0
356,CASH_IN,8804.62,C204137223,19259422.05,19268226.67,C987845750,619893.14,611088.52,0,0
300,CASH_OUT,298313.7,C1153316409,177543.0,0.0,C934087762,144019.06,442332.75,0,0
94,PAYMENT,4552.84,C1550650090,10503.0,5950.16,M5454979,0.0,0.0,0,0
216,CASH_OUT,95182.37,C863883053,0.0,0.0,C1640961071,6274864.1,6370046.46,0,0
237,PAYMENT,3027.46,C251631276,5237.0,2209.54,M1697167038,0.0,0.0,0,0
235,CASH_OUT,267257.13,C216703704,0.0,0.0,C1230583314,11902302.29,12169559.43,0,0
323,PAYMENT,11201.86,C855771929,0.0,0.0,M887197451,0.0,0.0,0,0
35,PAYMENT,1284.25,C1549253692,0.0,0.0,M1443873292,0.0,0.0,0,0
378,CASH_IN,174810.9,C963226630,50320.0,225130.9,C843368922,0.0,0.0,0,0
327,CASH_OUT,200497.24,C419968353,11456.0,0.0,C1105157200,158483.92,358981.16,0,0
10,TRANSFER,73348.32,C965215158,0.0,0.0,C468897557,934645.23,940865.5,0,0
377,CASH_OUT,144814.36,C257763225,72026.0,0.0,C627562887,3395203.11,3540017.47,0,0
12,PAYMENT,10630.76,C2073525842,17022.19,6391.43,M1309863002,0.0,0.0,0,0
166,CASH_IN,34273.47,C195342286,1036136.97,1070410.44,C1082633769,135380.42,101106.95,0,0
34,CASH_IN,329614.71,C1719597049,52002.0,381616.71,C2104669058,2046541.37,1716926.66,0,0
353,DEBIT,1589.43,C2127549785,101079.0,99489.57,C1271297414,110360.62,111950.06,0,0
356,PAYMENT,10998.43,C25540732,14783.0,3784.57,M818534100,0.0,0.0,0,0
138,CASH_OUT,56817.32,C840416965,0.0,0.0,C714192410,140263.81,197081.13,0,0
15,PAYMENT,10701.37,C128426137,0.0,0.0,M1569286142,0.0,0.0,0,0
321,CASH_IN,331583.36,C411127716,7045259.92,7376843.28,C821008956,1035036.1,703452.74,0,0
395,TRANSFER,340571.34,C1167993169,49540.58,0.0,C1704479793,471302.43,811873.76,0,0
137,CASH_IN,186056.5,C1999880055,1334151.48,1520207.98,C1515123638,1222019.39,1035962.89,0,0
307,CASH_IN,67826.96,C1413340733,10680327.95,10748154.92,C384891816,69280.47,1453.5,0,0
253,CASH_OUT,158502.56,C1427389208,35470.0,0.0,C1790756743,0.0,158502.56,0,0
349,CASH_OUT,545625.63,C621075482,17095.0,0.0,C844679774,89941.69,635567.32,0,0
236,CASH_OUT,9926.37,C1772589768,0.0,0.0,C1051622398,31769.19,41695.56,0,0
203,CASH_OUT,193683.99,C1039431386,0.0,0.0,C266590195,353313.94,546997.93,0,0
395,CASH_IN,217271.32,C916384119,21294871.5,21512142.81,C2056201350,2998056.92,2780785.6,0,0
282,CASH_OUT,140101.72,C526157923,20437.0,0.0,C153383456,303005.6,443107.32,0,0
156,CASH_OUT,69516.28,C1240897937,59934.0,0.0,C788039782,563577.36,633093.64,0,0
252,CASH_OUT,21600.12,C1690657729,0.0,0.0,C373072829,97952.9,119553.02,0,0
20,PAYMENT,8478.42,C1832752206,0.0,0.0,M1146897962,0.0,0.0,0,0
154,PAYMENT,4329.04,C2066041148,180.0,0.0,M752597070,0.0,0.0,0,0
673,CASH_IN,198528.11,C1152699156,7518674.71,7717202.82,C296304629,1233475.56,1034947.45,0,0
38,CASH_OUT,195424.46,C630507394,331.0,0.0,C1158891977,4070738.61,4266163.07,0,0
12,CASH_IN,157111.79,C361921369,1727.0,158838.79,C2040656033,12126382.15,13281657.66,0,0
7,CASH_OUT,164890.89,C1592225010,0.0,0.0,C1339257929,223377.25,561712.86,0,0
307,CASH_OUT,147655.16,C666994217,10279.0,0.0,C1116346303,0.0,147655.16,0,0
397,CASH_OUT,50593.79,C1267235947,0.0,0.0,C1568006557,178157.98,228751.77,0,0
688,PAYMENT,3657.48,C515073691,52089.0,48431.52,M2129636788,0.0,0.0,0,0
235,TRANSFER,1387806.67,C261269010,0.0,0.0,C1205384362,3742868.57,5130675.24,0,0
405,CASH_IN,252011.52,C1330164118,49789.0,301800.52,C1404526158,11924455.09,11672443.57,0,0
12,PAYMENT,1423.31,C1577167804,433.0,0.0,M1847796845,0.0,0.0,0,0
39,CASH_OUT,152950.68,C1909622116,0.0,0.0,C670394030,479368.83,916705.06,0,0
43,PAYMENT,13814.48,C1807862066,145004.8,131190.33,M196227663,0.0,0.0,0,0
131,CASH_OUT,99242.34,C248288389,19810.0,0.0,C464636165,1358761.64,1458003.97,0,0
139,PAYMENT,491.56,C1288007933,71326.26,70834.7,M260141669,0.0,0.0,0,0
154,CASH_IN,202226.14,C1328020148,31777.0,234003.14,C1552740259,31419.19,0.0,0,0
308,PAYMENT,9464.24,C768949874,12527.0,3062.76,M1735970041,0.0,0.0,0,0
332,PAYMENT,17127.39,C1125761474,10485.34,0.0,M1441138224,0.0,0.0,0,0
329,CASH_IN,144209.44,C1926246926,120367.0,264576.44,C1561586298,8585.07,0.0,0,0
379,TRANSFER,248077.8,C478196083,106666.0,0.0,C424529099,0.0,248077.8,0,0
326,TRANSFER,2880618.9,C2052051665,992.0,0.0,C1725614237,0.0,2880618.9,0,0
138,CASH_IN,251991.94,C1626523111,9668837.35,9920829.29,C621549388,271745.95,19754.01,0,0
604,TRANSFER,277582.53,C2144116571,277582.53,0.0,C570246252,0.0,0.0,1,0
308,CASH_OUT,125106.93,C1640950688,0.0,0.0,C295937637,4378887.5,4503994.43,0,0
308,CASH_IN,93355.74,C599920975,8909.0,102264.74,C1265776772,1374586.09,1281230.35,0,0
599,TRANSFER,393733.17,C580943598,0.0,0.0,C79119073,557717.11,951450.29,0,0
18,CASH_OUT,33807.88,C10403472,12195.0,0.0,C1428871260,111133.16,144941.04,0,0
310,PAYMENT,20817.14,C2063261615,0.0,0.0,M1166421553,0.0,0.0,0,0
692,CASH_OUT,2109967.47,C407268332,2109967.47,0.0,C1376298788,1830441.07,3940408.54,1,0
348,CASH_OUT,102469.8,C1460873061,0.0,0.0,C1706602733,280254.2,382724.0,0,0
15,CASH_OUT,270666.57,C2076255557,31356.0,0.0,C1551988555,654453.94,1060568.68,0,0
183,PAYMENT,19297.97,C1170070321,154650.24,135352.28,M517233008,0.0,0.0,0,0
280,TRANSFER,337501.96,C1012082930,11828.0,0.0,C44606295,169936.31,507438.27,0,0
252,CASH_IN,97951.43,C1398265191,24503.0,122454.43,C51548141,0.0,0.0,0,0
257,TRANSFER,1065599.75,C2055014643,11044.0,0.0,C498235877,0.0,1065599.75,0,0
302,PAYMENT,33711.12,C80228483,0.0,0.0,M1559501750,0.0,0.0,0,0
280,PAYMENT,274.05,C601335135,31273.0,30998.95,M985203991,0.0,0.0,0,0
217,CASH_OUT,358255.75,C1928544477,0.0,0.0,C1889577142,625997.96,984253.71,0,0
235,PAYMENT,8946.77,C950116924,0.0,0.0,M477183424,0.0,0.0,0,0
139,CASH_OUT,155491.45,C1476106185,0.0,0.0,C802892678,578034.58,733526.04,0,0
18,CASH_IN,165437.23,C1963850945,80581.0,246018.23,C1104061517,1425563.14,1260125.91,0,0
259,CASH_OUT,101518.54,C1037606589,0.0,0.0,C1520131912,4409507.45,4511025.99,0,0
135,PAYMENT,19579.02,C649597552,73667.92,54088.9,M593543249,0.0,0.0,0,0
34,CASH_IN,132563.47,C72337456,21475432.74,21607996.21,C325041654,212269.93,79706.46,0,0
676,TRANSFER,3542716.02,C1521869137,3542716.02,0.0,C377406581,0.0,0.0,1,0
355,CASH_OUT,210137.0,C1459563140,150462.89,0.0,C423125522,667807.71,877944.71,0,0
205,CASH_IN,43482.6,C917868716,1608458.36,1651940.97,C10884032,87992.71,44510.1,0,0
400,PAYMENT,3101.28,C1679487332,0.0,0.0,M563065071,0.0,0.0,0,0
132,TRANSFER,345687.8,C655065873,19937.0,0.0,C413905970,356086.59,701774.39,0,0
33,CASH_IN,84207.11,C301834053,6069.0,90276.11,C356712978,1973359.6,1811469.57,0,0
235,CASH_IN,214395.9,C488446517,3313352.47,3527748.38,C1122524668,6805804.27,6591408.36,0,0
333,PAYMENT,8459.88,C552593553,0.0,0.0,M1610274493,0.0,0.0,0,0
15,PAYMENT,10692.66,C1456155965,323865.0,313172.34,M472168716,0.0,0.0,0,0
129,PAYMENT,9317.39,C85088024,293643.05,284325.67,M1470965186,0.0,0.0,0,0
283,CASH_OUT,195025.25,C797935896,42051.0,0.0,C575616844,118002.34,313027.6,0,0
263,PAYMENT,1510.38,C327166284,5598.0,4087.62,M1133857613,0.0,0.0,0,0
132,CASH_OUT,61159.93,C1797448852,0.0,0.0,C640491834,68601.06,129761.0,0,0
16,CASH_OUT,82143.32,C717727494,0.0,0.0,C1332133484,7366516.95,7448660.27,0,0
274,PAYMENT,2878.34,C1636145171,352964.96,350086.63,M216728491,0.0,0.0,0,0
45,CASH_OUT,57459.78,C759234576,0.0,0.0,C490967054,497088.29,679530.01,0,0
254,PAYMENT,109.08,C1089532942,66812.09,66703.01,M1867939665,0.0,0.0,0,0
401,CASH_OUT,230486.56,C714130002,53334.0,0.0,C81867317,0.0,230486.56,0,0
164,CASH_OUT,41940.65,C1864854124,0.0,0.0,C931269797,1041802.13,1083742.78,0,0
402,CASH_IN,141748.48,C2078920820,18946539.06,19088287.54,C692644046,15183621.85,15041873.37,0,0
254,PAYMENT,32336.3,C1781412260,21065.0,0.0,M1902866987,0.0,0.0,0,0
277,CASH_OUT,90372.02,C1002239707,0.0,0.0,C508992992,419309.85,509681.86,0,0
251,CASH_OUT,52240.43,C1825938008,0.0,0.0,C1672307445,579065.51,631305.94,0,0
160,PAYMENT,8051.82,C150352297,76452.7,68400.89,M176510395,0.0,0.0,0,0
19,PAYMENT,2257.53,C978942309,210806.96,208549.43,M345531251,0.0,0.0,0,0
144,TRANSFER,180824.92,C297068621,55684.0,0.0,C554343454,184091.87,364916.79,0,0
96,CASH_OUT,87371.21,C1148548994,28521.34,0.0,C2009423819,459691.65,547062.86,0,0
323,CASH_IN,949.58,C878970463,12366501.62,12367451.2,C1791904728,696728.61,695779.03,0,0
44,PAYMENT,15061.21,C1916846153,0.0,0.0,M1085047345,0.0,0.0,0,0
42,CASH_IN,18372.08,C1266357324,630580.62,648952.7,C874023329,12187048.13,12168676.06,0,0
352,PAYMENT,1298.62,C944156678,10410.0,9111.38,M99765571,0.0,0.0,0,0
166,CASH_IN,183936.83,C1755873530,2043719.07,2227655.9,C1664553651,841827.57,657890.74,0,0
187,PAYMENT,14308.25,C444598941,72822.88,58514.63,M646953588,0.0,0.0,0,0
325,PAYMENT,11160.37,C19705249,0.0,0.0,M1423891818,0.0,0.0,0,0
211,CASH_IN,35247.61,C1105983279,2366790.31,2402037.93,C454179338,660270.64,625023.03,0,0
283,CASH_OUT,146389.96,C437828492,0.0,0.0,C1418210741,992676.97,1139066.93,0,0
17,CASH_IN,314572.95,C1161695519,4122284.74,4436857.7,C1084873380,3073422.19,2540851.38,0,0
33,PAYMENT,3832.63,C635711863,23883.0,20050.37,M423620422,0.0,0.0,0,0
93,CASH_IN,214030.18,C1668520042,9675062.78,9889092.96,C1102350206,5707125.81,5493095.63,0,0
44,PAYMENT,3032.23,C1761231389,15577.0,12544.77,M1321310752,0.0,0.0,0,0
373,PAYMENT,37905.82,C1784462631,244255.0,206349.18,M171263775,0.0,0.0,0,0
164,PAYMENT,3599.36,C440940423,0.0,0.0,M1212267456,0.0,0.0,0,0
346,CASH_IN,100588.38,C1662018924,40665.0,141253.38,C291627150,0.0,0.0,0,0
275,CASH_OUT,120307.7,C2050106126,0.0,0.0,C1211076254,297306.36,417614.06,0,0
329,CASH_OUT,291800.44,C1564783741,5502.0,0.0,C1224879887,6994.97,298795.41,0,0
233,CASH_OUT,287243.2,C1284003051,61487.0,0.0,C847525089,115548.63,402791.83,0,0
24,CASH_OUT,286031.91,C2036675120,0.0,0.0,C1027805183,468256.46,754288.37,0,0
209,CASH_OUT,46136.6,C729921956,0.0,0.0,C807144083,928525.75,974662.35,0,0
13,CASH_IN,15961.4,C1373214437,13795345.27,13811306.67,C1763524045,3266603.75,3250642.34,0,0
380,CASH_OUT,16113.48,C1546119094,84461.0,68347.52,C1901039036,0.0,16113.48,0,0
379,CASH_OUT,14746.4,C646716177,103238.0,88491.6,C1921551592,556305.94,571052.34,0,0
38,CASH_OUT,147029.03,C1706146342,11429.0,0.0,C1189470756,124950.3,944972.86,0,0
280,PAYMENT,1035.22,C2008264961,25975.0,24939.78,M1133394443,0.0,0.0,0,0
18,CASH_OUT,77620.65,C1269417477,0.0,0.0,C1634104345,829362.17,906982.83,0,0
165,PAYMENT,12155.94,C1632192270,0.0,0.0,M2076415953,0.0,0.0,0,0
183,PAYMENT,10414.76,C1651288428,0.0,0.0,M1562089809,0.0,0.0,0,0
331,PAYMENT,24771.86,C2136365286,39854.0,15082.14,M1057074595,0.0,0.0,0,0
133,TRANSFER,1901665.26,C910914501,201603.0,0.0,C1383273534,2728971.51,4630636.77,0,0
379,CASH_OUT,15981.36,C263761809,0.0,0.0,C1735911591,31531.97,47513.32,0,0
349,CASH_OUT,209288.68,C1132744574,0.0,0.0,C827686624,921032.25,1130320.93,0,0
164,PAYMENT,4080.85,C2003222663,8586.19,4505.35,M753322130,0.0,0.0,0,0
280,CASH_OUT,260116.27,C1309502918,21372.0,0.0,C1475995558,0.0,260116.27,0,0
191,CASH_OUT,178730.12,C2047962237,8622.0,0.0,C1199008553,1233838.44,1412568.56,0,0
345,CASH_OUT,164102.22,C2077153717,0.0,0.0,C221687564,7354437.92,7518540.14,0,0
686,CASH_IN,210830.58,C1064056021,30488.0,241318.58,C30151499,6202.64,0.0,0,0
154,CASH_IN,169741.73,C765063354,67189.0,236930.73,C2050206573,974823.11,805081.38,0,0
252,TRANSFER,169624.49,C1116574399,0.0,0.0,C488075186,542573.05,712197.54,0,0
599,CASH_OUT,284974.62,C779402488,60.0,0.0,C1860564101,11334860.19,11619834.81,0,0
350,CASH_IN,337971.07,C1036182920,22742.0,360713.07,C1714549175,0.0,0.0,0,0
404,CASH_IN,334830.78,C776119510,6704422.42,7039253.2,C184387403,5034920.25,4700089.47,0,0
204,CASH_IN,267229.31,C1633621236,4707382.53,4974611.83,C876525099,367224.84,99995.53,0,0
403,PAYMENT,3369.22,C1844356845,10575.0,7205.78,M2087276654,0.0,0.0,0,0
370,CASH_OUT,226415.53,C1970529717,0.0,0.0,C1953054315,5928406.17,6154821.7,0,0
564,CASH_IN,70241.24,C1549419547,5957818.67,6028059.91,C498754822,289097.48,401729.36,0,0
610,CASH_OUT,244237.13,C1172776384,142.0,0.0,C1257120506,2201275.65,2445512.78,0,0
354,TRANSFER,290965.28,C1508091487,0.0,0.0,C625827622,507760.92,798726.2,0,0
355,CASH_OUT,123210.3,C87627281,43804.0,0.0,C584768623,387092.94,510303.24,0,0
333,CASH_OUT,208791.52,C1278877871,0.0,0.0,C1710170078,842705.11,1051496.63,0,0
24,CASH_OUT,61183.19,C174939362,0.0,0.0,C1469248112,194402.04,255585.23,0,0
142,PAYMENT,3421.34,C275584478,61755.0,58333.66,M1310289578,0.0,0.0,0,0
257,CASH_IN,86147.21,C1191370165,9335254.89,9421402.1,C407024548,1100732.8,1014585.6,0,0
304,PAYMENT,18398.09,C518103227,70150.76,51752.67,M540690536,0.0,0.0,0,0
167,PAYMENT,5192.96,C1200518893,81260.7,76067.74,M44245778,0.0,0.0,0,0
283,CASH_OUT,497871.93,C570923915,0.0,0.0,C327127674,1723401.76,2221273.69,0,0
258,PAYMENT,1251.38,C1096842493,20196.0,18944.62,M1985736934,0.0,0.0,0,0
238,CASH_OUT,172408.59,C1931313708,0.0,0.0,C74651373,180412.82,352821.41,0,0
131,CASH_IN,117945.1,C657755772,1261659.25,1379604.35,C540352676,193484.98,75539.88,0,0
13,PAYMENT,19514.27,C222037222,41618.7,22104.43,M887049959,0.0,0.0,0,0
379,CASH_OUT,40165.18,C593718199,62203.0,22037.82,C293869264,30993255.81,31033420.99,0,0
299,PAYMENT,3399.54,C1703132158,19944.0,16544.46,M314273407,0.0,0.0,0,0
586,CASH_OUT,868059.4,C1091599394,0.0,0.0,C1292089576,10268394.73,11136454.13,0,0
258,PAYMENT,8523.85,C2023720141,21211.0,12687.15,M1048204657,0.0,0.0,0,0
161,PAYMENT,17854.42,C305043765,306349.47,288495.05,M556180541,0.0,0.0,0,0
208,CASH_OUT,246091.0,C672653382,14691.0,0.0,C1487955901,0.0,246091.0,0,0
